               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10076,             0.19078,            0.067011,           0.0011011,            0.012588,          0.00068624,          0.00016204,            0.090606,             0.27761,            0.067117,            0.070265,           0.0033038,           0.0033038
